Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Cleaned_Review,Slang_Replaced,Stopwords_Removed,Stemming
Movies and Music,Selang Pianika Yamaha,Jakarta Barat,10000,4.8,2461,429,2,"Selang beda dengan yg di produk pianika original, yg spare part selang ini lebih lembek, mouth piece nya juga ada pecah di bagian pinggir.",Negative,Sadness,selang beda dengan yg di produk pianika original yg spare paselang ini lebih lembek mouth piece nya juga ada pecah di bagian pinggir,selang beda dengan yang di produk pianika original yang spare paselang ini lebih lembek mouth piece nya juga ada pecah di bagian pinggir,selang beda produk pianika original spare paselang lembek mouth piece nya pecah bagian pinggir,selang beda produk pianika original spare paselang lembek mouth piece nya pecah bagi pinggir
Movies and Music,Selang Pianika Yamaha,Jakarta Barat,10000,4.8,2461,429,1,"Ga mungkin barang baru. Jijik liatnya ada kaya kotoran cair, dan ini pun baru keluar dari bungkusan. Buang.",Negative,Anger,ga mungkin barang baru jijik liatnya ada kaya kotoran cair dan ini pun baru keluar dari bungkusan buang,enggak mungkin barang baru jijik lihatnya ada kayak kotoran cair dan ini pun baru keluar dari bungkusan buang,barang baru jijik lihatnya kayak kotoran cair baru keluar bungkusan buang,barang baru jijik lihat kayak kotor cair baru keluar bungkus buang
Movies and Music,Selang Pianika Yamaha,Jakarta Barat,10000,4.8,2461,429,1,Selangnya longar untuk pianika yamaha original. Jadinya gak bisa dipake.,Negative,Sadness,selangnya longar untuk pianika yamaha original jadinya gak bisa dipake,selangnya longar untuk pianika yamaha original jadinya enggak bisa dipakai,selangnya longar untuk pianika yamaha original jadinya dipakai,selang longar untuk pianika yamaha original jadi pakai
Movies and Music,Cover keyboard yamaha black parasut anti debu/tutup keyboard - L,Kab. Tangerang,44000,4.8,395,227,2,tipis bgt,Negative,Sadness,tipis bgt,tipis banget,tipis banget,tipis banget
Movies and Music,Cover keyboard yamaha black parasut anti debu/tutup keyboard - L,Kab. Tangerang,44000,4.8,395,227,1,Tipis banget bahan parasutnya. Dan tidak ada keterangan penjelasan tebal atau tipisnya. Mungkin seller perlu perjelas.,Negative,Fear,tipis banget bahan parasutnya dan tidak ada keterangan penjelasan tebal atau tipisnya mungkin seller perlu perjelas,tipis banget bahan parasutnya dan tidak ada keterangan penjelasan tebal atau tipisnya mungkin seller perlu perjelas,tipis banget bahan parasutnya keterangan penjelasan tebal tipisnya seller perlu perjelas,tipis banget bahan parasut terang jelas tebal tipis seller perlu jelas
Movies and Music,Busa Telur Peredam Suara Ruangan - Busa Peredam - Egg Foam 200x100x2cm,Kab. Tangerang,75000,4.9,1385,242,2,"barang lama sampai, tidak sesuai dengan timeline",Negative,Fear,barang lama sampai tidak sesuai dengan timeline,barang lama sampai tidak sesuai dengan timeline,barang sesuai timeline,barang sesuai timeline
Movies and Music,Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam,Jakarta Barat,125000,4.9,722,296,2,Packingnya jelek. Barang sampai sudah rusak,Negative,Anger,packingnya jelek barang sampai sudah rusak,packingnya jelek barang sampai sudah rusak,packingnya jelek barang rusak,packingnya jelek barang rusak
Movies and Music,Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam,Jakarta Barat,125000,4.9,722,296,1,kalo udah bayar dicuekin sama penjualnya !! - chat 3 januari 2021 di respon. - order 3 januari 2021 jam 11 siang dengan kurir grab same-day - barang sampai 4 januari 2021 jam 3 sore. KALO UJUNG UJUNGNYA GAK SAMPAI TUJUAN DI HARI YG SAMA NGAPAIN BAYAR ONGKIR MAHAL PAKAI GRAB !!,Negative,Anger,kalo udah bayar dicuekin sama penjualnya chat januari di respon order januari jam siang dengan kurir grab same day barang sampai januari jam sore kalo ujung ujungnya gak sampai tujuan di hari yg sama ngapain bayar ongkir mahal pakai grab,kalo sudah bayar dicuekin sama penjualnya chat januari di respon order januari jam siang dengan kurir grab same day barang sampai januari jam sore kalo ujung ujungnya enggak sampai tujuan di hari yang sama mengapai bayar ongkir mahal pakai grab,kalo bayar dicuekin penjualnya chat januari respon order januari jam siang kurir grab same day barang januari jam sore kalo ujung ujungnya tujuan hari mengapai bayar ongkir mahal pakai grab,kalo bayar dicuekin jual chat januari respon order januari jam siang kurir grab same day barang januari jam sore kalo ujung ujung tuju hari kapai bayar ongkir mahal pakai grab
Movies and Music,Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam,Jakarta Barat,125000,4.9,722,296,1,"aftersalesnya parah. penjual ga baca chat dan ga bales lg, janji tinggal janji",Negative,Fear,aftersalesnya parah penjual ga baca chat dan ga bales lg janji tinggal janji,aftersalesnya parah penjual enggak baca chat dan enggak balas lagi janji tinggal janji,aftersalesnya parah penjual baca chat balas janji tinggal janji,aftersalesnya parah jual baca chat balas janji tinggal janji
Movies and Music,Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam,Jakarta Barat,125000,4.9,722,296,1,"Saya sangat kecewa dengan attitude dan respon penjual. Di awal confirm standbook warna putih tetapi saat kedatangan warna hitam. Saat di tanyakan slow response, sangat berbeda sekali saat sebelum pembelian yaitu bisa fast response. Dan tidak ada bahasa maaf sama sekali. Hati hati beli di toko ini, sakit hati dengan attitude dan tidak beretika. SAMA SEKALI GA REKOMENDASI !",Negative,Sadness,saya sangat kecewa dengan attitude dan respon penjual di awal confirm standbook warna putih tetapi saat kedatangan warna hitam saat di tanyakan slow response sangat berbeda sekali saat sebelum pembelian yaitu bisa fast response dan tidak ada bahasa maaf sama sekali hati hati beli di toko ini sakit hati dengan attitude dan tidak beretika sama sekali ga rekomendasi,saya sangat kecewa dengan attitude dan respon penjual di awal confirm standbook warna putih tetapi saat kedatangan warna hitam saat di tanyakan slow response sangat berbeda sekali saat sebelum pembelian yaitu bisa fast response dan tidak ada bahasa maaf sama sekali hati hati beli di toko ini sakit hati dengan attitude dan tidak beretika sama sekali enggak rekomendasi,kecewa attitude respon penjual awal confirm standbook warna putih kedatangan warna hitam tanyakan slow response berbeda pembelian fast response bahasa maaf hati hati beli toko sakit hati attitude beretika rekomendasi,kecewa attitude respon jual awal confirm standbook warna putih datang warna hitam tanya slow response beda beli fast response bahasa maaf hati hati beli toko sakit hati attitude etika rekomendasi
Movies and Music,Busa Profil Peredam Suara Telur Murah,Kab. Tangerang,32000,4.7,4218,487,2,"busa gak rata motongnya, ada busa yg telurnya kempes",Negative,Sadness,busa gak rata motongnya ada busa yg telurnya kempes,busa enggak rata motongnya ada busa yang telurnya kempes,busa rata motongnya busa telurnya kempes,busa rata motongnya busa telur kempes
Movies and Music,Busa Profil Peredam Suara Telur Murah,Kab. Tangerang,32000,4.7,4218,487,1,barang yg saya terima dari 9 hanya 1 kondisi masih bagus dan layak pakai,Negative,Fear,barang yg saya terima dari hanya kondisi masih bagus dan layak pakai,barang yang saya terima dari hanya kondisi masih bagus dan layak pakai,barang terima kondisi bagus layak pakai,barang terima kondisi bagus layak pakai
Movies and Music,Busa Profil Peredam Suara Telur Murah,Kab. Tangerang,32000,4.7,4218,487,1,ada busa yg telurnya kempes,Negative,Fear,ada busa yg telurnya kempes,ada busa yang telurnya kempes,busa telurnya kempes,busa telur kempes
Movies and Music,Busa Profil Peredam Suara Telur Murah,Kab. Tangerang,32000,4.7,4218,487,1,ukurannya gak sesuai deskripsi gk ada 30cm dan juga gk 2m.. parah sih beli 2 produk berbesa tapi gk rata semua potongannya..,Negative,Fear,ukurannya gak sesuai deskripsi gk ada cm dan juga gk  parah sih beli produk berbesa tapi gk rata semua potongannya,ukurannya enggak sesuai deskripsi enggak ada cuma dan juga enggak parah sih beli produk berbesa tapi enggak rata semua potongannya,ukurannya sesuai deskripsi parah sih beli produk berbesa rata potongannya,ukur sesuai deskripsi parah sih beli produk berbesa rata potong
Movies and Music,Sustain Pedal Damper Piano Keyboard - WTB-005 - Black,Jakarta Barat,69100,4.8,980,516,2,gak bisa untuk semua merek keyboard,Negative,Fear,gak bisa untuk semua merek keyboard,enggak bisa untuk semua merek keyboard,untuk merek keyboard,untuk merek keyboard
Movies and Music,Sustain Pedal Damper Piano Keyboard - WTB-005 - Black,Jakarta Barat,69100,4.8,980,516,2,Produk yg dikirim berbeda dgn foto yg tertera..,Negative,Fear,produk yg dikirim berbeda dgn foto yg tertera,produk yang dikirim berbeda dengan foto yang tertera,produk dikirim berbeda foto tertera,produk kirim beda foto tera
Movies and Music,Sustain Pedal Damper Piano Keyboard - WTB-005 - Black,Jakarta Barat,69100,4.8,980,516,1,Penjual tidak komunikatif...,Negative,Fear,penjual tidak komunikatif,penjual tidak komunikatif,penjual komunikatif,jual komunikatif
Movies and Music,Sustain Pedal Damper Piano Keyboard - WTB-005 - Black,Jakarta Barat,69100,4.8,980,516,1,respon lambat,Negative,Fear,respon lambat,respon lambat,respon lambat,respon lambat
Movies and Music,Sustain Pedal Damper Piano Keyboard - WTB-005 - Black,Jakarta Barat,69100,4.8,980,516,1,"Secara barang tidak ada masalah, saya bicara tentang respon penjual yang sangat lambat (saya sampai mengajukan pembatalan SECARA TIBA2 di respon) saran saya tolong responsif dalam penjualan online ini. banyak yang jual sustain keyboard, jadi menurut saya jgn menyepelekan karena toko anda jual sudah banyak. customer butuh kejelasan saat membeli barangnya. Dalam hal ini sya sudah bertanya lebih dari 8x sehari mengenai pengirimannya. saya kecewa dan KAPOK belanja disini.",Negative,Fear,secara barang tidak ada masalah saya bicara tentang respon penjual yang sangat lambat saya sampai mengajukan pembatalan secara tiba di respon saran saya tolong responsif dalam penjualan online ini banyak yang jual sustain keyboard jadi menurut saya jgn menyepelekan karena toko anda jual sudah banyak customer butuh kejelasan saat membeli barangnya dalam hal ini sya sudah bertanya lebih dari  sehari mengenai pengirimannya saya kecewa dan kapok belanja disini,secara barang tidak ada masalah saya bicara tentang respon penjual yang sangat lambat saya sampai mengajukan pembatalan secara tiba di respon saran saya tolong responsif dalam penjualan online ini banyak yang jual sustain keyboard jadi menurut saya jangan menyepelekan karena toko anda jual sudah banyak customer butuh kejelasan saat membeli barangnya dalam hal ini saya sudah bertanya lebih dari sehari mengenai pengirimannya saya kecewa dan kapok belanja disini,secara barang masalah bicara respon penjual lambat mengajukan pembatalan secara tiba respon saran tolong responsif penjualan online jual sustain keyboard jadi menurut menyepelekan toko jual customer butuh kejelasan membeli barangnya bertanya sehari mengenai pengirimannya kecewa kapok belanja,cara barang masalah bicara respon jual lambat aju batal cara tiba respon saran tolong responsif jual online jual sustain keyboard jadi turut sepele toko jual customer butuh jelas beli barang tanya hari kena kirim kecewa kapok belanja
Movies and Music,Sustain Pedal Damper Piano Keyboard - WTB-005 - Black,Jakarta Barat,69100,4.8,980,516,1,"Barang rusak setelah seminggu. Respon penjual buruk. Katanya garansi, chat saja tidak dibalas. Garansi bohong ! Pikir LG deh klo mau beli disini.",Negative,Fear,barang rusak setelah seminggu respon penjual buruk katanya garansi chat saja tidak dibalas garansi bohong pikir lg deh klo mau beli disini,barang rusak setelah seminggu respon penjual buruk katanya garansi chat saja tidak dibalas garansi bohong pikir lagi deh kalo mau beli disini,barang rusak seminggu respon penjual buruk katanya garansi chat dibalas garansi bohong pikir deh kalo beli,barang rusak minggu respon jual buruk kata garansi chat balas garansi bohong pikir deh kalo beli
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,Jakarta Pusat,6500,4.7,3534,462,2,speaker dan mic nya ga bunyi,Negative,Fear,speaker dan mic nya ga bunyi,speaker dan mic nya enggak bunyi,speaker mic nya bunyi,speaker mic nya bunyi
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,Jakarta Pusat,6500,4.7,3534,462,2,ga kerekam suaranya,Negative,Fear,ga kerekam suaranya,enggak kerekam suaranya,kerekam suaranya,rekam suara
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,Jakarta Pusat,6500,4.7,3534,462,1,udah di hubungkan Ama hp n tablet tetep gak bisa,Negative,Fear,udah di hubungkan ama hp  tablet tetep gak bisa,sudah di hubungkan sama hp tablet tetap enggak bisa,hubungkan hp tablet tetap,hubung hp tablet tetap
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,Jakarta Pusat,6500,4.7,3534,462,1,Memang sih murah barangnya... Tp boleh lah ya komplain.... Btw ini sy yg ga bisa make nya apa barangnya yg rusak ya?? Udh pake splitter jg ga fungsi ??????,Negative,Fear,memang sih murah barangnya tp boleh lah ya komplain btw ini sy yg ga bisa make nya apa barangnya yg rusak ya udh pake splitter jg ga fungsi,memang sih murah barangnya tapi boleh lah ya komplain btw ini saya yang enggak bisa memakai nya apa barangnya yang rusak ya sudah pakai splitter juga enggak fungsi,sih murah barangnya ya komplain btw memakai nya barangnya rusak ya pakai splitter fungsi,sih murah barang ya komplain btw pakai nya barang rusak ya pakai splitter fungsi
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,Jakarta Pusat,6500,4.7,3534,462,1,Jelek banget mic nya. Gak nyala. Kabel cuman 50 cm. Akhirnya cuma dipake bando nya doang dan mic pake lavalier yang ada,Negative,Anger,jelek banget mic nya gak nyala kabel cuman cm akhirnya cuma dipake bando nya doang dan mic pake lavalier yang ada,jelek banget mic nya enggak nyala kabel cuman cuma akhirnya cuma dipakai bando nya doang dan mic pakai lavalier yang ada,jelek banget mic nya nyala kabel cuman dipakai bando nya doang mic pakai lavalier,jelek banget mic nya nyala kabel cuman pakai bando nya doang mic pakai lavalier
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,Jakarta Pusat,6500,4.7,3534,462,1,mic ga berfungsi,Negative,Fear,mic ga berfungsi,mic enggak berfungsi,mic berfungsi,mic fungsi
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,Jakarta Pusat,6500,4.7,3534,462,1,mic tdk berfungsi dgn baik / rusak gak bunyi,Negative,Fear,mic tdk berfungsi dgn baik rusak gak bunyi,mic tidak berfungsi dengan baik rusak enggak bunyi,mic berfungsi baik rusak bunyi,mic fungsi baik rusak bunyi
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,Jakarta Pusat,45000,4.6,4297,5659,2,Kirim barang tanpa diperiksa lg tidak bisa.Di pungsikan colokan kabel cas ggk di bisa masukkan kelubang utk cas nya Jd ggk bisa ngecas ????,Negative,Fear,kirim barang tanpa diperiksa lg tidak bisa di pungsikan colokan kabel cas ggk di bisa masukkan kelubang utk cas nya jd ggk bisa ngecas,kirim barang tanpa diperiksa lagi tidak bisa di pungsikan colokan kabel cas ggk di bisa masukkan kelubang untuk cas nya jadi ggk bisa ngecas,kirim barang diperiksa pungsikan colokan kabel cas ggk masukkan kelubang untuk cas nya jadi ggk ngecas,kirim barang periksa pungsi colok kabel cas ggk masuk lubang untuk cas nya jadi ggk ngecas
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,Jakarta Pusat,45000,4.6,4297,5659,2,kualitas kurang bagus,Negative,Sadness,kualitas kurang bagus,kualitas kurang bagus,kualitas kurang bagus,kualitas kurang bagus
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,Jakarta Pusat,45000,4.6,4297,5659,2,kurang bagus,Negative,Sadness,kurang bagus,kurang bagus,kurang bagus,kurang bagus
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,Jakarta Pusat,45000,4.6,4297,5659,2,ga berfungsi dengan baik,Negative,Sadness,ga berfungsi dengan baik,enggak berfungsi dengan baik,berfungsi baik,fungsi baik
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,Jakarta Pusat,45000,4.6,4297,5659,1,"Jelas2 udah pilih varian biru, dan di catatan juga ditulis �warna biru�.. eeehh.. kok ya tanpa konfirmasi dikirim warna putih. Ya sudah lah. Males komplen.. ??",Negative,Anger,jelas udah pilih varian biru dan di catatan juga ditulis warna biru ehh kok ya tanpa konfirmasi dikirim warna putih ya sudah lah males komplen,jelas sudah pilih varian biru dan di catatan juga ditulis warna biru eh kok ya tanpa konfirmasi dikirim warna putih ya sudah lah malas komplen,jelas pilih varian biru catatan ditulis warna biru eh ya konfirmasi dikirim warna putih ya malas komplen,jelas pilih varian biru catat tulis warna biru eh ya konfirmasi kirim warna putih ya malas komplen
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,Jakarta Pusat,45000,4.6,4297,5659,1,mic nya gak respon,Negative,Fear,mic nya gak respon,mic nya enggak respon,mic nya respon,mic nya respon
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,Jakarta Pusat,45000,4.6,4297,5659,1,Barang ga ada yg bisa di pake.,Negative,Fear,barang ga ada yg bisa di pake,barang enggak ada yang bisa di pakai,barang pakai,barang pakai
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,Jakarta Pusat,45000,4.6,4297,5659,1,"bahannya jelek, baru pake sehari sdh rusak",Negative,Fear,bahannya jelek baru pake sehari sdh rusak,bahannya jelek baru pakai sehari sudah rusak,bahannya jelek baru pakai sehari rusak,bahan jelek baru pakai hari rusak
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,2,Tidak ada pengaruh besar kecil suara .,Negative,Fear,tidak ada pengaruh besar kecil suara,tidak ada pengaruh besar kecil suara,pengaruh besar suara,pengaruh besar suara
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,2,suaranya tetep ae kecil ??,Negative,Fear,suaranya tetep ae kecil,suaranya tetap saja kecil,suaranya tetap,suara tetap
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,2,Lama pengirimannya.,Negative,Fear,lama pengirimannya,lama pengirimannya,pengirimannya,kirim
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,2,Gak bisa dipake bunyi kemeresek,Negative,Fear,gak bisa dipake bunyi kemeresek,enggak bisa dipakai bunyi kemeresek,dipakai bunyi kemeresek,pakai bunyi resek
Movies and Music,Sound card V8 Mixer Bluetooth SoundCard V8 Audio Soundcard,Jakarta Utara,79800,4.8,4585,1941,5,"kualitas ok, respond penjual cepat sekali",Positive,Happy,kualitas ok respond penjual cepat sekali,kualitas ok respond penjual cepat sekali,kualitas ok respond penjual cepat,kualitas ok respond jual cepat
Movies and Music,Sound card V8 Mixer Bluetooth SoundCard V8 Audio Soundcard,Jakarta Utara,79800,4.8,4585,1941,5,mantap rekomendasi dah thank's,Positive,Love,mantap rekomendasi dah thank ,mantap rekomendasi deh thank,mantap rekomendasi deh thank,mantap rekomendasi deh thank
Movies and Music,Sound card V8 Mixer Bluetooth SoundCard V8 Audio Soundcard,Jakarta Utara,79800,4.8,4585,1941,4,baik,Positive,Happy,baik,baik,baik,baik
Movies and Music,Sound card V8 Mixer Bluetooth SoundCard V8 Audio Soundcard,Jakarta Utara,79800,4.8,4585,1941,4,Sesuai harga,Positive,Happy,sesuai harga,sesuai harga,sesuai harga,sesuai harga
Movies and Music,SOUNDTECH 2.1 USB Condenser Microphone Cardioid and Omnidirect for PC,Jakarta Utara,900000,4.9,665,341,5,"Micnya bagus, sayang mini tripodnya ringkih banget, punya saya sudah patah. Btw saya beli 2, mau coba saya gunakan 2 mics dlm 1 pc. Di Mac OS, micnya terdetect hanya jadi 1 device saja karena product id yg sama walau sudah di colok 22nya. Semoga ada update firmware terkait ini. Krn di beberapa usb mic lain, devicenya otomatis terdetect walau dipasang 2/3 usb mic secara bersamaan.",Positive,Happy,micnya bagus sayang mini tripodnya ringkih banget punya saya sudah patah btw saya beli mau coba saya gunakan mics dlm pc di mac os micnya terdetect hanya jadi device saja karena product id yg sama walau sudah di colok nya semoga ada update firmware terkait ini krn di beberapa usb mic lain devicenya otomatis terdetect walau dipasang usb mic secara bersamaan,micnya bagus sayang mini tripodnya ringkih banget punya saya sudah patah btw saya beli mau coba saya gunakan mics dalam pc di mac os micnya terdetect hanya jadi device saja karena product id yang sama walau sudah di colok nya semoga ada update firmware terkait ini karena di beberapa usb mic lain devicenya otomatis terdetect walau dipasang usb mic secara bersamaan,micnya bagus sayang mini tripodnya ringkih banget punya patah btw beli coba gunakan mics pc mac os micnya terdetect jadi device product id colok nya semoga update firmware terkait usb mic devicenya otomatis terdetect dipasang usb mic secara bersamaan,micnya bagus sayang mini tripod ringkih banget punya patah btw beli coba guna mics pc mac os micnya terdetect jadi device product id colok nya moga update firmware kait usb mic devicenya otomatis terdetect pasang usb mic cara sama
Movies and Music,SOUNDTECH 2.1 USB Condenser Microphone Cardioid and Omnidirect for PC,Jakarta Utara,900000,4.9,665,341,5,"Barang yang dipesan sesuai, datang dengan selamat",Positive,Happy,barang yang dipesan sesuai datang dengan selamat,barang yang dipesan sesuai datang dengan selamat,barang dipesan sesuai datang selamat,barang pes sesuai datang selamat
Movies and Music,SOUNDTECH 2.1 USB Condenser Microphone Cardioid and Omnidirect for PC,Jakarta Utara,900000,4.9,665,341,4,fiturnya cukup bagus sesuai harga,Positive,Happy,fiturnya cukup bagus sesuai harga,fiturnya cukup bagus sesuai harga,fiturnya cukup bagus sesuai harga,fiturnya cukup bagus sesuai harga
Movies and Music,SOUNDTECH 2.1 USB Condenser Microphone Cardioid and Omnidirect for PC,Jakarta Utara,900000,4.9,665,341,4,"Suaranya bagus, jernih, tapi buat discord kayaknya kurang deh, untuk rekam audio padahal bagus. Worth the price.",Positive,Happy,suaranya bagus jernih tapi buat discord kayaknya kurang deh untuk rekam audio padahal bagus worth the price,suaranya bagus jernih tapi buat discord kayaknya kurang deh untuk rekam audio padahal bagus worth the price,suaranya bagus jernih discord kayaknya kurang deh untuk rekam audio bagus worth the price,suara bagus jernih discord kayak kurang deh untuk rekam audio bagus worth the price
Movies and Music,"Stand Mic Meja klip / Boom Arm Microphone suspension Podcast,Gaming",Jakarta Utara,68000,4.9,3348,1704,5,"barang bagus, sesuai harga. Pengiriman cepat, pesen malem pas paginya sampe",Positive,Happy,barang bagus sesuai harga pengiriman cepat pesen malem pas paginya sampe,barang bagus sesuai harga pengiriman cepat pesan malam pas paginya sampai,barang bagus sesuai harga pengiriman cepat pesan malam pas paginya,barang bagus sesuai harga kirim cepat pesan malam pas pagi
Movies and Music,"Stand Mic Meja klip / Boom Arm Microphone suspension Podcast,Gaming",Jakarta Utara,68000,4.9,3348,1704,5,"bagus kokoh, sellernya ramah beut eyyy puas deh bakal repurchase lagi",Positive,Love,bagus kokoh sellernya ramah beut ey puas deh bakal repurchase lagi,bagus kokoh sellernya ramah banget ey puas deh bakal repurchase lagi,bagus kokoh sellernya ramah banget ey puas deh bakal repurchase,bagus kokoh sellernya ramah banget ey puas deh bakal repurchase
Movies and Music,"Stand Mic Meja klip / Boom Arm Microphone suspension Podcast,Gaming",Jakarta Utara,68000,4.9,3348,1704,4,barang sesuai deskripsi,Positive,Happy,barang sesuai deskripsi,barang sesuai deskripsi,barang sesuai deskripsi,barang sesuai deskripsi
Movies and Music,"Stand Mic Meja klip / Boom Arm Microphone suspension Podcast,Gaming",Jakarta Utara,68000,4.9,3348,1704,4,"nyampenya cepet, kualitas seusai",Positive,Happy,nyampenya cepet kualitas seusai,sampainya cepat kualitas seusai,sampainya cepat kualitas seusai,sampai cepat kualitas usai
Movies and Music,"Stand Mic Meja klip / Boom Arm Microphone suspension Podcast,Gaming",Jakarta Utara,68000,4.9,3348,1704,4,"Barang sdh diterima dlm kondisi baik.., packing bagus rapi, pengiriman cepat..., mksh",Positive,Happy,barang sdh diterima dlm kondisi baik packing bagus rapi pengiriman cepat mksh,barang sudah diterima dalam kondisi baik packing bagus rapi pengiriman cepat terima kasih,barang diterima kondisi baik packing bagus rapi pengiriman cepat terima kasih,barang terima kondisi baik packing bagus rapi kirim cepat terima kasih
Movies and Music,"Stand Mic Meja klip / Boom Arm Microphone suspension Podcast,Gaming",Jakarta Utara,68000,4.9,3348,1704,4,"barang lumayan bagus, respon penjual cepat",Positive,Happy,barang lumayan bagus respon penjual cepat,barang lumayan bagus respon penjual cepat,barang lumayan bagus respon penjual cepat,barang lumayan bagus respon jual cepat
Movies and Music,Joyo JCP-01 Capo Gitar Akustik dan Elektrik - Cokelat Kayu,Kota Tangerang Selatan,44999,4.9,2758,1476,5,bagus sesuai,Positive,Happy,bagus sesuai,bagus sesuai,bagus sesuai,bagus sesuai
Movies and Music,Joyo JCP-01 Capo Gitar Akustik dan Elektrik - Cokelat Kayu,Kota Tangerang Selatan,44999,4.9,2758,1476,5,"mantap, meskipun bahannya bukan metal, tapi cukup kuat. udah dicoba sampe fret 6 pun suaranya ga sember. perlu diingat, ini capo gitar akustik ya bukan klasik, jadi bentuknya karetnya agak melengkung menyesuaikan bentuk fret akustik, bukan datar kyk gitar klasik",Positive,Happy,mantap meskipun bahannya bukan metal tapi cukup kuat udah dicoba sampe fret pun suaranya ga sember perlu diingat ini capo gitar akustik ya bukan klasik jadi bentuknya karetnya agak melengkung menyesuaikan bentuk fret akustik bukan datar kyk gitar klasik,mantap meskipun bahannya bukan metal tapi cukup kuat sudah dicoba sampai fret pun suaranya enggak sember perlu diingat ini capo gitar akustik ya bukan klasik jadi bentuknya karetnya agak melengkung menyesuaikan bentuk fret akustik bukan datar kayak gitar klasik,mantap bahannya metal cukup kuat dicoba fret suaranya sember perlu diingat capo gitar akustik ya klasik jadi bentuknya karetnya melengkung menyesuaikan bentuk fret akustik datar kayak gitar klasik,mantap bahan metal cukup kuat coba fret suara sember perlu ingat capo gitar akustik ya klasik jadi bentuk karet lengkung sesuai bentuk fret akustik datar kayak gitar klasik
Movies and Music,Joyo JCP-01 Capo Gitar Akustik dan Elektrik - Cokelat Kayu,Kota Tangerang Selatan,44999,4.9,2758,1476,5,barang sudah sampai??,Positive,Happy,barang sudah sampai,barang sudah sampai,barang,barang
Movies and Music,Joyo JCP-01 Capo Gitar Akustik dan Elektrik - Cokelat Kayu,Kota Tangerang Selatan,44999,4.9,2758,1476,5,pelayanan memuaskan dan barang sesuai ??,Positive,Happy,pelayanan memuaskan dan barang sesuai,pelayanan memuaskan dan barang sesuai,pelayanan memuaskan barang sesuai,layan muas barang sesuai
Movies and Music,Joyo JCP-01 Capo Gitar Akustik dan Elektrik - Cokelat Kayu,Kota Tangerang Selatan,44999,4.9,2758,1476,4,"barangnya sampai dgn selamat. bonus 2 pic. pengirimannya aman. capo plastik motif kayu, bantalannya karet. semoga awet",Positive,Happy,barangnya sampai dgn selamat bonus pic pengirimannya aman capo plastik motif kayu bantalannya karet semoga awet,barangnya sampai dengan selamat bonus pic pengirimannya aman capo plastik motif kayu bantalannya karet semoga awet,barangnya selamat bonus pic pengirimannya aman capo plastik motif kayu bantalannya karet semoga awet,barang selamat bonus pic kirim aman capo plastik motif kayu bantal karet moga awet
